"Business_Failure","Revenue","Net_Profit","Debt_Ratio","Market_Share","Age_of_Business","Location_Type","Customer_Satisfaction","Innovation_Index","Rent_Cost","Regulation_Compliance","Number_of_Employees","Social_Media_Followers","Number_of_Branches","CEO_Tenure","Local_Unemployment_Rate","Global_Economic_Growth","Industry_Average_Profit_Margin","Company_ID","Median_Work_Experience"
1,9609875.783,1246880.722,0.27,0.242672195,20,"Rural",4.576728634,25.16233709,53195.37185,1,474,369106,19,5,14.84550302,-4.796895322,29.91802071,162,11.47
1,8862627.441,990168.6884,0.71,0.021642044,16,"Rural",1.912663655,76.56745391,33180.7067,0,36,248851,20,15,11.77108547,0.621444545,17.41537961,163,16.15
0,9204730.94,457559.2138,0.23,0.101101924,15,"Suburban",3.960071201,59.05949173,16654.53039,1,178,36609,23,18,4.732206272,-0.34721428,2.287671503,164,18.39
1,9929055.029,1665781.434,1,0.094797234,18,"Urban",2.238932996,26.86326811,34514.13684,1,387,865949,43,8,13.4414147,1.567312062,24.09663369,165,22.87
1,1742347.575,73324.43117,0.15,0.191057951,8,"Rural",4.435008102,98.20862691,3030.648699,0,257,835769,27,2,14.0122351,-3.532994242,12.49778743,166,9.25
0,4006096.537,208635.0911,0.57,0.107431374,13,"Urban",3.801819462,89.89191237,36992.25738,1,17,670874,30,8,18.71647316,3.409248946,5.456608307,167,21.07
1,7576072.973,1067747.793,0.58,0.045403528,16,"Suburban",2.607253834,13.72305118,53617.1068,1,199,849708,21,8,3.78914105,-3.537785115,26.01307438,168,20.9
1,6912552.853,770289.5894,0.82,0.179343656,4,"Urban",1.305209817,3.58967589,87314.75834,0,318,128733,44,4,14.15438713,3.913436049,6.741224411,169,23.8
0,1488223.027,-71733.51254,0.24,0.244500792,1,"Rural",3.930800735,69.14474547,69050.06735,1,48,866397,35,19,18.31711716,-0.504788274,27.70225431,170,12.21
0,8168572.352,915508.9205,0.95,0.115254925,19,"Rural",3.467539024,60.80893226,12046.649,1,62,641569,49,18,10.52971891,0.498052594,13.81209822,171,15.52
1,2220471.339,99348.33973,0.1,0.040548346,15,"Rural",1.011646871,93.64574679,15626.88612,1,69,586447,7,1,7.874193917,3.96581336,22.54093421,172,6.25
0,2225503.291,44417.26344,0.64,0.059809771,13,"Rural",1.037679424,24.16652343,43384.21341,1,147,311394,22,20,4.24424039,-2.000869515,16.86287966,173,24.28
1,5422897.714,959777.9588,0.17,0.072007508,13,"Rural",4.235171893,9.354406842,20375.06741,0,359,874899,10,15,17.46895084,-3.181730038,8.442177314,174,20.74
0,5955214.846,1015012.052,0.33,0.09066938,0,"Rural",2.037598955,26.66231804,3757.127981,1,366,565479,23,18,8.490681122,-0.542483792,20.46161506,175,2.61
0,5884406.008,696263.3606,0.63,0.193195726,2,"Suburban",3.544534671,2.873836411,80696.47313,1,162,204296,15,12,18.57276642,-2.556327715,28.77946398,176,16.96
1,873043.6346,62409.57657,0.47,0.1806827,6,"Suburban",2.816857679,4.553382368,2932.734499,0,227,1003,30,1,17.10740766,0.278439115,23.31947204,177,19.02
1,8740374.444,917686.9728,0.05,0.209127879,14,"Suburban",4.453720058,91.57092279,83238.27091,0,433,241124,34,7,8.156157184,-2.247421356,18.5165219,178,5.02
1,2672528.792,326890.1962,0.1,0.109388093,18,"Urban",4.667844452,35.84964167,15266.29234,0,464,840767,13,19,11.90437187,3.644895356,29.72821514,179,23.49
1,1394793.939,-10967.81819,0.45,0.247375298,19,"Urban",4.987230851,41.6700911,97493.16267,1,488,189737,4,1,1.51630669,1.073245923,8.694473353,180,0
1,8848850.049,379335.0376,0.88,0.062022211,1,"Suburban",1.614736543,2.818793799,60783.51727,1,498,841874,18,7,6.001206654,-4.997593303,2.807903149,181,4.62
1,9558879,1054951.913,0.89,0.141243184,18,"Urban",4.451856186,27.78165624,73763.31419,1,431,173895,23,2,14.49518412,3.054737347,1.931795117,182,2.51
1,8688716.401,1419184.71,0.02,0.240480678,8,"Urban",2.064085507,80.66787239,11937.87917,1,487,35672,33,7,13.88030797,-1.697876633,21.60994851,183,5.31
1,8099561.637,821518.7048,0.49,0.054867436,18,"Rural",3.3632635,61.93360501,86348.30327,1,347,804142,34,19,7.714019731,-1.797920158,25.07673858,184,0
0,6606867.579,272528.5193,0.19,0.033849071,4,"Rural",3.023091335,75.62427951,84080.04194,1,489,820584,34,13,16.36355261,-1.169371879,19.41791559,185,8.98
0,5610939.604,751217.0401,0,0.265221506,17,"Urban",1.071952526,45.27416034,65646.28042,1,230,99093,36,5,5.480884986,1.302625281,27.24577133,186,11.53
1,893753.9233,-133904.4422,0.59,0.103535969,15,"Urban",4.73108512,31.66319295,50725.21159,0,370,349307,35,19,9.76414013,-0.579392896,21.24130537,187,0.44
0,4113371.63,366180.1835,0.49,0.205477167,3,"Suburban",1.313308221,48.79819924,72427.42814,1,178,955154,17,1,9.978082071,1.286355466,11.75768475,188,6.26
0,3770305.538,139799.9408,0.09,0.008579233,11,"Urban",3.752875678,32.98403577,1586.893318,1,345,971637,28,1,7.475518609,-3.532192784,6.256490457,189,4.41
0,2559721.725,243771.4987,0.12,0.20732402,6,"Rural",4.140027345,84.05813857,59651.63478,1,410,422327,14,18,19.13865592,4.701644645,27.81477688,190,9.74
1,7162888.6,1085775.907,0.16,0.095514292,13,"Urban",4.181151396,30.46969784,84893.20736,1,56,496127,34,1,14.23699664,2.296062871,4.00431735,191,22.12
1,4971721.213,560232.5165,0.84,0.017666515,22,"Suburban",1.541978076,66.3166004,36333.08883,1,78,952368,48,5,11.24478737,-2.497928928,16.74666371,192,0
1,788395.228,2678.078035,0.88,0.183334016,11,"Rural",2.790279802,14.56124001,11720.64629,1,270,621928,11,9,10.69978677,2.241699081,10.10622983,193,0
0,2262268.098,336124.6532,0.02,0.073000341,2,"Rural",4.317715482,68.99978288,42666.84772,1,206,53633,13,12,4.026625757,0.750254563,8.871035218,194,15.31
0,6851469.907,1106287.996,0.3,0.116655365,4,"Rural",2.210716842,91.41667145,72983.34046,1,281,679524,33,9,8.071551044,-3.908110036,19.72921071,195,3.93
1,822337.8565,80287.71564,0.97,0.025093663,16,"Rural",2.870994701,61.24973231,11622.81983,1,228,910521,2,18,13.78269298,-3.218035732,7.705871184,196,15.08
0,8453474.626,567324.2133,0.86,0.045001812,9,"Urban",2.091175571,56.42568262,21398.80746,1,388,783285,34,11,18.56683417,-4.586918581,27.5745881,197,17.98
0,5006590.627,495497.9434,0.44,0.090095193,9,"Suburban",2.854205672,96.15070853,15607.63284,1,239,180753,29,1,16.51281713,3.092380717,12.77527336,198,8.04
0,4696121.993,917639.1554,0,0.027838091,10,"Urban",4.55135169,63.11225898,79897.8278,1,463,120488,37,19,6.707406275,0.517047526,20.64388506,199,22.99
1,5872173.262,830943.0482,0.05,0.273337053,16,"Urban",2.820496924,26.69549289,7226.369623,1,288,815234,4,10,9.245175888,-1.832513513,22.1049158,200,8.8
0,8280174.772,372093.9452,0.46,0.002808066,4,"Rural",3.223648068,29.94671136,68972.06371,1,82,123582,12,2,2.575432894,-3.73655098,20.80530914,201,9.75
1,3459485.916,109913.8266,0.32,0.145674205,12,"Suburban",2.615905133,70.82535761,37279.23515,1,334,795163,26,7,2.941274138,-0.15954124,27.19860699,202,8.68
1,6763066.277,662198.5946,0,0.03785099,9,"Rural",2.840468733,73.8082228,75823.33305,1,250,255036,28,20,9.934377353,0.252613467,7.702795045,203,1.62
1,5667024.034,970051.7539,0.59,0.092996048,8,"Urban",1.060696796,31.04612695,96473.95846,0,193,87488,3,2,11.07416873,2.01948501,3.495581796,204,5.25
0,2748710.169,321824.8888,0,0.277891808,16,"Urban",2.13498204,35.18905381,12339.98466,1,106,649186,20,19,6.016514818,4.699372104,2.608505221,205,14.57
1,8691425.09,1014057.488,0.72,0.049346671,0,"Rural",2.746326887,99.11459437,32124.11907,0,189,594431,10,6,13.21287109,-0.650544696,26.45748036,206,11.21
1,8038721.274,334560.167,0.18,0.289783864,3,"Urban",3.535187904,11.09330241,81202.41734,1,276,983667,18,10,14.36423303,-0.939657934,29.22532445,207,3.12
0,6653306.834,844326.0051,0.09,0.062532519,3,"Urban",2.800207722,41.05985782,27349.68022,1,74,684441,27,9,6.683206501,-1.300699954,9.773269695,208,23.2
1,8482092.793,1330202.252,0.48,0.222728266,17,"Rural",2.351268173,7.182305589,22296.93911,1,10,822296,31,8,15.41006979,3.26923909,21.11190378,209,16.42
0,8639524.827,794999.3367,0.3,0.164456502,8,"Urban",2.552394941,82.28675784,82712.41981,1,123,757231,27,11,4.906493462,-3.436827786,1.258470741,210,21.89
1,7080647.604,1115124.317,0.95,0.26545914,24,"Suburban",1.969173317,10.14223806,98721.15404,1,216,784247,42,9,11.34077617,-1.561870964,6.470313793,211,9.82
0,8335954.565,1533270.372,0.44,0.166643983,17,"Rural",4.697977131,67.72672829,56131.17842,1,290,443829,1,20,16.28134078,2.249708049,20.98895709,212,6.18
0,6994978.731,407265.2196,0.14,0.160833207,13,"Suburban",3.086972903,6.591858976,28526.82609,1,445,653402,6,20,11.20317263,-4.843050647,2.91072704,213,9.94
0,6828356.922,848070.8509,0.66,0.059441942,24,"Urban",1.053637815,67.61264874,40458.0302,1,476,113176,11,9,18.25129165,-2.106192764,14.58679145,214,5.25
1,6112232.192,515031.4623,0.41,0.050702579,14,"Urban",1.077785034,84.46065775,17842.90241,0,411,623395,34,8,2.111523425,1.414471628,20.21491467,215,3.98
1,7483621.42,1197187.693,0.81,0.275030256,5,"Rural",4.89184654,40.48333117,76426.84061,0,40,721658,39,15,12.17796306,-3.14047902,23.21278697,216,0
0,1535208.05,130060.3876,0.34,0.099023621,23,"Urban",1.885803565,52.69052285,77573.92776,1,193,811472,20,2,11.6733536,-1.972894309,14.1606615,217,22.07
0,8820633.259,1084038.426,0.66,0.112252594,9,"Rural",4.222433155,40.75263206,87636.97825,1,127,893950,21,1,13.54671324,-0.139549255,19.27823715,218,21.79
1,8763333.448,1471199.859,0.18,0.228187274,14,"Rural",1.233101206,30.7483871,3633.653796,0,289,71892,21,9,16.83472993,-0.77976434,16.64769326,219,5.56
1,248508.5828,-90440.0056,0.37,0.102308221,3,"Rural",4.684650947,80.52307666,56636.15282,1,452,421748,18,9,14.7912086,-3.9397281,2.51686739,220,3.35
1,8303173.143,1501335.558,0.96,0.285666672,17,"Rural",4.497668015,27.9282548,22211.288,1,71,8467,21,13,16.01537197,4.382353223,22.54133593,221,14.05
1,1251170.001,-15511.43549,0.91,0.221640403,17,"Rural",3.28437265,72.57139901,34747.41853,0,137,898296,19,8,6.487517789,-4.557072794,5.998495561,222,11.31
1,3393768.452,212957.9337,0.16,0.179631344,24,"Suburban",1.035994629,21.41351085,78710.60591,1,144,759061,4,5,8.362450193,2.497427564,1.922360406,223,5.45
1,7423460.909,1052441.474,0.14,0.264387653,16,"Rural",2.031243496,25.73552581,20011.33158,1,389,943115,13,3,12.90876251,-4.285772289,14.08386957,224,18.33
1,1593906.326,114726.3346,0.74,0.015832167,11,"Suburban",2.62729059,34.3096551,64195.83331,1,354,795105,18,4,11.51576797,-0.32704197,26.10349003,225,1.89
0,8238613.098,661794.4949,0.85,0.077861745,6,"Urban",2.840256467,59.32648136,65802.05293,1,380,539970,29,17,19.26097362,-3.245887083,5.374053692,226,14.21
1,8412404.974,1380499.772,0.11,0.140045864,15,"Rural",2.190715034,45.9878096,95455.29758,0,407,136550,25,16,4.549855499,-3.589022036,1.372868489,227,10.12
1,4982515.188,865235.3903,0.47,0.068866583,10,"Urban",1.131791473,74.76933617,77740.93192,1,299,851828,13,16,7.674289077,-3.741020235,4.189397837,228,6.25
1,103766.6424,-87552.18488,0.46,0.223427651,13,"Rural",3.360509624,22.14316273,80559.87957,0,370,668960,27,20,11.88234943,-0.472133633,11.54611432,229,1.95
1,2886377.663,500167.7714,0.8,0.275843201,2,"Suburban",3.096618671,2.056556497,53628.47415,0,345,328085,19,3,17.49131163,0.154849094,17.82498423,230,18.15
0,6205994.04,394351.6942,0.07,0.127707266,18,"Suburban",2.132002542,77.87918971,19491.29991,1,441,546269,49,6,18.65762197,-3.666155065,6.597351886,231,11.71
0,9740124.205,682200.199,0.11,0.103297647,17,"Suburban",1.15190387,82.34328405,43130.77321,1,435,856765,1,1,7.384690286,4.793957303,24.25695615,232,5.96
0,6267601.102,432095.1457,0.84,0.288503669,9,"Urban",4.978376749,6.888536148,55399.46778,1,269,707002,38,16,2.275060769,-2.422341131,22.8456165,233,5.6
0,2571866.289,402619.2844,0.06,0.134010877,5,"Rural",2.927944747,61.47984469,68163.50592,1,384,589673,19,15,9.010774261,-0.411586604,21.18004488,234,22.68
0,6354370.262,813298.1981,0.49,0.147225472,12,"Urban",4.024016967,38.4424716,61163.20207,1,408,59647,1,7,8.492538721,-2.837304424,15.13662444,235,19.81
1,5367821.256,201633.4333,0.55,0.106143312,9,"Suburban",2.80925614,79.59566986,40003.80506,1,139,717611,40,2,19.74325429,-0.060773546,11.5912917,236,2.8
0,7784504.353,792943.4806,0.31,0.272954993,17,"Urban",1.172681163,87.56704087,27265.99759,1,52,662682,17,10,9.190163642,2.560165825,11.89201201,237,10.03
1,1120262.978,124802.8995,0.34,0.17111769,19,"Suburban",2.23840298,85.24937291,17654.85348,1,499,8033,21,15,6.808736987,0.211020143,15.58904551,238,8.95
0,7715109.427,456075.842,0.44,0.228890202,15,"Suburban",2.280440564,77.94322049,69690.69324,1,17,345629,22,6,7.942170116,-2.143511293,3.24212592,239,14.9
1,5455213.134,804967.1371,0.26,0.243730209,24,"Suburban",4.353411616,27.63617065,64894.46876,0,165,765227,15,2,8.541599332,-2.516033913,20.78685842,240,0.75
1,9673259.879,1580168.484,0.52,0.103212864,24,"Rural",3.616919912,81.37707471,69049.87411,1,13,623094,50,17,16.60926726,2.589344062,11.19371878,241,8.92
1,3416210.387,420323.2484,0.85,0.130674605,5,"Rural",2.101719615,53.81436911,37880.21783,0,190,471753,39,1,2.539282964,-3.817618243,7.51800456,242,0.67
0,6285362.542,1094315.138,0.79,0.254693061,12,"Suburban",4.870959819,6.222904868,26978.37443,1,475,924544,48,1,7.013633929,-1.300335056,9.071485044,243,16.74
0,9304662.874,923391.3351,0.19,0.10961335,3,"Urban",2.28616733,46.23694614,76212.41154,1,340,871122,39,4,19.36005135,-3.485172833,6.228534273,244,7.81
1,1031177.07,67075.31494,0.04,0.238386605,22,"Urban",4.992936103,94.27363379,77591.09211,1,353,368643,32,20,3.908947591,-2.420241707,27.14547448,245,11.64
1,9314905.697,1342115.71,0.41,0.282356704,13,"Rural",4.984654773,88.89807562,46106.02102,1,362,321389,49,16,15.10942511,-3.473167675,5.902087975,246,2.02
0,6922734.4,1001332.329,0.22,0.187339902,0,"Suburban",1.764842071,11.12416382,61578.50439,1,352,174782,4,8,7.771476523,3.867725085,26.60485745,247,4.77
0,763664.7472,-148051.547,0.31,0.222746559,19,"Urban",2.250964465,74.66854189,37978.44676,1,264,319764,44,1,12.053925,2.31904199,17.59505848,248,9.9
0,3022747.13,500756.8235,0.79,0.241724096,4,"Suburban",2.944176794,80.77349373,70492.77281,1,312,528932,45,19,2.891412732,0.60927246,26.15607771,249,7.66
0,7138842.864,659537.6539,0.01,0.253666855,7,"Urban",3.656402685,27.86743064,83736.43807,1,221,841344,32,11,6.82182168,-2.755747775,14.74786229,250,18.39
1,743254.1158,-83306.17894,0,0.119120948,11,"Rural",3.112189796,47.6892485,69135.09446,1,104,202782,4,17,10.51643389,0.102268272,27.90137786,251,0.32
0,5774150.386,176185.7086,0.49,0.016327774,1,"Suburban",4.877765877,71.3878062,51745.68006,1,339,182672,1,10,5.402312505,0.208332064,7.133231565,252,6.71
0,3378481.437,391952.8059,0.74,0.121161005,11,"Suburban",3.895956657,44.46510739,46407.13799,1,198,957222,33,12,11.29552892,0.904037257,17.08606083,253,20.54
0,6187995.231,725277.2751,0.2,0.202453113,4,"Urban",1.848179398,12.16689497,64589.64545,1,300,381334,7,9,5.175426967,-4.399148428,4.649322025,254,12.38
1,471757.0527,-52628.93377,0.58,0.135654765,21,"Urban",1.420390201,70.88236202,68301.27827,0,444,885586,9,7,13.3519105,4.729019712,13.96938827,255,2.01
1,8656846.106,1418417.466,0.3,0.224939982,4,"Urban",3.753605163,91.25223028,56314.21491,0,359,943048,1,12,18.18273246,-0.345610294,17.5272072,256,5.06
1,9806265.981,430310.2662,0.84,0.107737746,12,"Suburban",1.633809761,65.59598811,62869.28524,0,368,217154,16,15,2.62428411,4.265317741,18.56458144,257,0
1,9786529.853,1517979.318,1,0.190788498,8,"Rural",4.150707361,77.60627411,10562.27957,1,169,487395,18,8,5.11570468,-4.901918853,11.60033511,258,0.27
1,7507981.647,540379.6276,0.16,0.056739522,9,"Rural",2.244146669,36.47789103,95224.7861,1,149,974190,47,17,17.04403752,-2.524416044,3.213733623,259,0.92
1,1260471.673,38165.07015,0.21,0.225061462,0,"Urban",2.307573052,19.13662627,79286.53331,1,249,418105,6,5,12.99951622,-3.960044297,20.00445607,260,11.01
1,7609364.095,1147607.395,0.56,0.164163095,2,"Rural",1.04319357,64.6345925,38018.8591,1,256,394933,2,14,2.495469426,2.696161774,15.16452395,261,2.35
1,206376.281,-129028.9484,0.3,0.062015252,17,"Urban",3.804045068,33.44934938,56718.44848,0,470,259811,9,2,10.24065219,-1.798749504,4.969487132,262,11.83
1,288168.9572,224.7399465,0.69,0.088281441,11,"Rural",1.453079012,86.14727838,5685.128484,1,42,625222,4,16,4.985411785,3.404925084,28.14040311,263,13.34
1,3231294.51,192742.0962,0.8,0.224834004,2,"Suburban",4.09152231,13.14017695,5081.553586,1,202,134505,45,17,4.782831487,3.323853657,28.7143912,264,22.62
0,4927908.115,468865.0851,0.8,0.145297769,24,"Urban",2.967471288,43.91290627,25829.03518,1,458,40102,23,3,18.87226152,1.677947928,25.84158212,265,10.65
1,7751464.967,1195741.947,0.74,0.065593401,8,"Rural",4.13711926,40.27603245,69280.46259,0,244,255649,43,1,15.46928941,1.657818035,25.47218072,266,5.33
0,6863018.713,736160.4065,0.53,0.290214086,1,"Suburban",3.335706157,93.8673315,85362.62703,1,157,981224,45,18,14.22838128,2.001596921,3.861467,267,13.8
0,4553832.073,455577.1908,0.26,0.214822381,2,"Rural",1.329733088,16.16034526,56359.40212,1,464,743148,43,18,5.539647524,1.737638346,29.80918318,268,2.24
0,2752444.052,214058.6202,0.78,0.287183315,13,"Suburban",4.062609347,1.974835676,53681.14122,1,449,482943,8,4,3.252895228,-1.130916423,12.61103972,269,17.94
0,9946113.991,1681102.991,0.22,0.128704409,3,"Suburban",1.27919794,24.57043607,40828.64385,1,401,393827,39,15,17.5458198,1.828276446,5.73051236,270,24.68
1,4162441.732,336134.1202,0.71,0.143055002,24,"Rural",2.914806882,82.20740912,16998.19764,0,286,375094,25,19,1.111711818,3.974069692,24.55095012,271,20.62
1,4405158.312,138778.3365,0.19,0.26948861,18,"Rural",1.689396857,21.72285979,12717.05603,1,282,654399,16,19,8.37383205,-1.674265081,7.546192285,272,4.92
0,1677203.879,174940.0932,0.01,0.157989753,12,"Suburban",4.009340712,24.84692831,76307.29636,1,437,693310,35,10,6.274637556,4.448890262,16.2590843,273,20.16
1,7940955.189,1224351.79,0.89,0.212476395,6,"Suburban",4.646364911,13.85998165,92822.85158,0,381,645936,17,5,11.83714781,-4.864184121,4.712465891,274,23.56
0,6899115.645,399018.1412,0.26,0.07639969,11,"Suburban",3.216504653,71.82818412,46370.03842,1,238,475488,18,19,5.759660282,-1.509174617,14.76472598,275,8.65
1,2159793.173,50618.45959,1,0.134571214,2,"Urban",3.108589177,7.84824486,66285.12021,1,19,31886,27,11,6.912901827,-3.679015983,17.18610331,276,7.64
1,870034.3625,-147338.9091,1,0.03791151,22,"Suburban",4.055852785,33.78962193,91531.30744,1,53,467672,15,7,17.15075724,-3.73380171,13.93179484,277,17.91
1,6759011.275,661549.3167,0.71,0.062588031,22,"Urban",1.020315252,28.96737394,9921.24966,1,85,298488,17,5,12.46058764,3.15429494,3.015117918,278,7.52
0,6630100.08,754168.5644,0.62,0.001282081,8,"Suburban",4.671034571,55.96081325,77277.66386,1,273,730174,43,20,3.767968019,4.183683148,15.06323189,279,21.07
0,2857412.005,368146.2276,0.49,0.01274025,1,"Urban",1.789795268,73.31121024,62064.87155,1,430,67361,5,12,14.80295933,2.777582542,14.59934246,280,20.14
1,9464125.146,1373462.37,0.78,0.293207863,21,"Suburban",4.936475535,53.75476703,60265.0807,0,360,280721,16,19,4.941724828,4.76615719,8.586988041,281,9.06
0,1552559.596,59942.11712,0.2,0.073463755,8,"Suburban",3.945015792,93.1715733,29961.50242,1,213,701993,15,15,9.227093672,-2.836710298,27.72644639,282,21.19
1,4351025.742,260563.3965,0.37,0.199329902,11,"Suburban",4.097004591,95.19282125,68705.44212,0,437,952073,42,12,13.2855375,-3.592000878,13.11597765,283,1.32
1,9387340.602,1553371.434,0.68,0.25189081,11,"Rural",3.624811921,36.78506752,79684.97773,1,361,270740,46,4,6.166661212,0.20703782,26.05935809,284,22.41
0,4153976.492,424539.8043,0.52,0.165647477,14,"Rural",2.886652731,77.99035725,12172.95833,1,104,120622,34,12,8.298029479,3.290376147,4.180251059,285,19.33
1,6382744.656,1151392.672,0.33,0.046790206,1,"Suburban",3.286510773,74.14133694,53818.62167,0,192,405586,48,18,14.94884235,-4.601609092,10.24744124,286,16.67
1,3925048.564,433654.4046,0.35,0.218706815,17,"Urban",1.185611544,89.40349458,11025.25292,1,429,731468,19,17,18.82030812,4.95565661,6.113594759,287,6.39
0,2803972.72,177796.4628,0.47,0.180475172,12,"Urban",3.495838038,45.34642038,87384.82791,1,177,282968,8,19,11.05565608,1.022459292,12.84391285,288,10.06
0,9827631.177,1376723.29,0.89,0.219643926,13,"Suburban",3.504392408,53.51684553,51256.03554,1,147,292660,47,16,1.18944846,4.789418122,4.237463928,289,13.36
0,4043215.305,263135.4412,0.25,0.23115424,4,"Rural",4.56480319,42.16165704,80988.60324,1,380,559963,10,11,7.430811274,-1.349183668,13.79000937,290,24.35
1,8937601.577,1234477.077,1,0.2926477,9,"Urban",3.02262543,85.18731501,37440.47813,1,455,474506,5,2,8.574052362,-0.419761795,11.26225156,291,0.26
1,2330567.678,67561.80436,0.6,0.172495421,11,"Rural",1.308577496,23.74052922,13382.74445,1,81,601002,48,16,7.44429878,2.523614424,7.476136371,292,7.88
1,2102693.609,20057.49275,0.97,0.103150693,9,"Urban",2.224783682,24.73119875,5108.431134,1,193,93666,26,1,9.289108361,2.927004506,19.62320295,293,9.79
0,221374.9284,16115.64145,0.55,0.194890903,23,"Suburban",3.622517648,37.88790525,28869.45246,1,37,252161,22,17,13.02065882,-2.669669466,28.57643316,294,5.6
1,6526469.974,497899.3047,0.73,0.021463772,10,"Rural",1.957035451,23.80394038,25179.13634,0,377,728568,44,18,3.301432513,4.298010863,7.006290733,295,20.47
1,3630728.192,473423.981,0.11,0.269321798,24,"Urban",2.122111287,56.53967681,56474.84543,0,326,935012,23,13,6.179979668,3.674231218,21.64193436,296,2.7
0,8605251.499,640126.2641,0.68,0.036694922,1,"Suburban",4.281876065,14.31452054,3152.144968,1,154,127292,13,5,10.64531363,-4.817946969,22.52904579,297,21.56
1,4760822.226,658472.3188,0,0.099025009,4,"Suburban",3.337278927,32.69843572,52536.48389,0,130,543747,9,6,6.995892855,-3.714318941,15.44549498,298,0.61
0,9652857.4,1451685.608,0.91,0.244907869,6,"Suburban",3.034109727,91.43102515,39785.40246,1,59,402014,49,1,19.83062142,-0.039028936,27.03238204,299,6.94
1,1856344.313,180751.1271,1,0.179596401,5,"Rural",2.273807867,41.51332254,58135.10472,1,224,201564,20,10,9.197197874,-0.390444859,29.02531192,300,18.21
1,8760198.003,754689.054,0.27,0.118697021,21,"Rural",3.923712144,75.07513793,70539.33529,1,249,748523,28,5,17.52618392,2.08390855,11.50514711,301,17.58
1,7750600.693,586765.4199,0.2,0.142557262,22,"Suburban",2.150873738,12.23275698,63775.10256,1,240,957096,44,1,18.03368688,-4.102886239,19.87996564,302,10.56
0,7812575.035,410072.1646,0.63,0.256509671,2,"Rural",3.948254071,25.50888631,98479.79257,1,374,468097,37,11,16.88413299,1.448553067,20.20416592,303,17.8
0,8486380.181,707472.7147,0.26,0.102661311,12,"Urban",1.280405921,80.9272165,14688.26904,1,389,568022,24,7,1.891066578,1.163699311,12.70543026,304,17.94
0,7566060.954,992617.5713,0.82,0.261025256,2,"Suburban",4.458165366,76.53630069,43543.96388,1,293,117355,44,18,19.0071879,-2.663804015,10.18694116,305,7.11
0,6242123.332,1062515.46,0.2,0.027352195,24,"Suburban",2.998265854,39.22943594,43058.24293,1,287,567252,33,20,3.446108681,0.423939643,28.07858175,306,8.93
1,1258004.184,102614.6689,0,0.233262733,23,"Rural",2.754032067,95.4852933,42288.26717,0,204,881014,20,10,1.653668927,-2.77792793,23.90946493,307,24.67
1,366809.3531,34923.96119,1,0.254416742,20,"Suburban",3.444093646,91.15365857,66716.04081,1,99,37455,48,15,8.87302255,-3.530769729,4.319472413,308,0
0,9275495.73,1373973.917,0.77,0.055363478,5,"Urban",3.496768292,96.26777416,49492.97799,1,350,37790,30,4,4.698046622,0.731349347,4.476638076,309,21.28
0,6152416.95,735247.3974,0.81,0.129673613,10,"Rural",1.528140708,43.36355433,52225.82342,1,176,431130,44,16,4.499734064,4.774742783,27.7537403,310,22.61
1,7874337.799,569392.9927,0.39,0.050484433,16,"Rural",4.024934359,20.54988478,43803.24322,1,262,687105,9,15,6.468572654,-2.630666508,3.360883186,311,18.57
1,4838431.78,742349.7858,0.59,0.212274635,9,"Suburban",2.103713192,63.03920527,99178.24664,1,271,740274,45,15,5.7197065,-1.446638506,20.96421904,312,8.62
1,1138809.663,-4713.332152,0.6,0.161068983,11,"Suburban",4.619847521,68.79254267,92828.57353,1,143,203911,49,12,14.01111264,-2.43426774,7.575989161,313,2.74
1,1225072.613,47599.75582,0.53,0.190961681,16,"Suburban",4.271402654,13.41873666,31464.69475,1,189,581018,17,8,4.548768826,-2.335401784,2.02037494,314,3.24
1,6874373.578,400237.7295,0.61,0.059749603,3,"Rural",2.385064166,78.8618204,12047.79855,0,272,179343,36,8,11.3192478,-0.958078658,2.729488836,315,3.56
0,4370355.096,380065.2034,0.66,0.064312013,1,"Suburban",4.230957173,2.787961756,84136.70768,1,20,546046,14,18,19.74210438,2.018555107,11.83214101,316,14.96
1,2050217.106,93474.50952,0.43,0.0134077,10,"Urban",2.425561997,48.79011036,99719.85489,0,333,517296,19,6,9.215265998,-4.61195476,3.250065099,317,10.74
1,4942504.571,737677.3083,0.34,0.097298193,6,"Suburban",1.403790727,33.77060969,29968.28051,0,300,519857,7,5,13.19558907,4.571241957,18.3025368,318,12.09
0,643584.6763,-21488.54853,0.66,0.168363654,1,"Suburban",4.847552955,74.29000293,36420.70766,1,426,239304,3,2,19.41806188,-4.537201205,19.77038083,319,11.96
0,5757872.507,604819.0748,0.25,0.257522539,17,"Rural",3.610408061,31.96331201,94221.68497,1,46,278041,33,12,3.615140963,3.812531819,11.83058859,320,15.59
0,2714641.216,427694.8612,0.65,0.200411307,20,"Suburban",2.824398107,82.85390417,71401.82228,1,95,845331,44,4,8.953533177,3.943780988,22.5434642,321,23.93
0,8013501.914,343767.0178,0.2,0.131183501,3,"Rural",2.591093406,59.90039539,30268.19485,1,418,380545,32,13,17.1536556,0.244891876,15.21123308,322,15.17
1,3080761.852,217799.7328,0.51,0.285982914,7,"Suburban",2.298821337,79.59544281,58523.60264,1,64,753802,47,17,18.71380797,-3.630031714,13.4766266,323,4.57
0,4539331.116,143924.0685,0.7,0.216054315,19,"Urban",4.925790382,98.94472315,94478.72836,1,413,314480,11,16,12.4234851,0.651459706,12.80265457,324,11.43
